Date,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2019-01-02,-0.00916613192271784,0.0059964103685673465,-0.013109614944656438,0.010715961345012175
2019-01-03,-0.007876884055425514,0.00014951354961505536,-0.012414070294344808,-0.01221503191096345
2019-01-04,0.0026719138654631154,-0.012178841093596331,0.005384744605005601,-0.012232633584335344
2019-01-07,0.0015100206396925814,0.015982592890453805,0.005536815522634348,0.011153198090444273
2019-01-08,-0.008357699125489348,-0.002459791593970018,-9.045149091472116e-05,-0.0022945544997647572
2019-01-09,0.0065406114918886305,0.008988831669776553,0.005506886417360992,-0.0034917734485624785
2019-01-10,-0.003928785261777066,0.005310356788269228,-0.002930236716826805,0.0008475946125887178
2019-01-11,0.0016111412470932967,0.005575075877830174,-0.008569297654704065,-0.024658664958287828
2019-01-14,-0.004865102332067077,0.026564723747014983,-0.0011390143949020267,-0.01602991051362419
2019-01-15,0.009589055556193079,0.03458477065271306,0.02951102925754518,0.029640429123122498
2019-01-16,-0.0008014803058703653,0.013940362441447453,0.005517482669399901,0.0012576635457114647
2019-01-17,0.0056909723076864795,-0.004693166608071472,-0.0012775459703181962,0.014971689440594873
2019-01-18,-0.0009621015863810606,-0.003277811730433521,0.04304621681676808,0.003346681922552373
2019-01-21,0.008367763110702378,0.019038829330397793,0.04406070611827709,0.004226461818119057
2019-01-22,-0.005742204274696265,0.0004697754971953696,-0.0020622277684262578,-0.0035692247576666067
2019-01-23,-0.014359238553590293,-0.018551628950542628,-0.007191087134694832,-0.013924887363056061
2019-01-24,-0.0014972877319522203,0.0059602900248379945,0.017099900657480405,0.01374104071878359
2019-01-25,-0.002977382701513081,-0.002256764414637736,-0.0011629080261188645,0.010072342488758221
2019-01-28,-0.005669768035148911,-0.0032912111734139863,-0.013290196634375803,0.017648436209915637
2019-01-29,-0.012820825621348593,-6.884087944483155e-05,-0.015490872954767526,0.014094538822981437
2019-01-30,-0.01119190457367827,-0.0027512983861766056,-0.01242559241480152,-0.0006811124266821334
2019-01-31,0.021995342075615085,0.03206073908241385,0.025962588561995677,0.01636881994454955
2019-02-01,0.005035797614117704,0.009956299753592612,0.018409146760999952,0.007838852793353907
2019-02-04,0.0068885844536864865,-0.001520305557242019,0.032236053898634716,0.009950442433452748
2019-02-05,0.004337576990111104,-0.0013899374989167945,0.0005034293037970177,-0.002784045378215066
2019-02-06,0.004059572185598322,0.011132005104753819,0.014374744412275662,0.014686961354137978
2019-02-07,-0.0025470021861349877,0.0009166794306760328,-0.01526548501167644,0.003896504990610601
2019-02-08,0.0025470021861349673,-0.0040657833973800446,-0.009890511133677043,-0.010375914486262988
2019-02-11,0.007977043450106493,0.0024937224688799746,-0.01932169361517627,0.0021805128872283736
2019-02-12,-0.004660993539341279,-0.016322642172276445,0.0025104258258543647,-0.006945842194187536
2019-02-14,-0.00919875702526442,-0.013955325474471477,-0.0259629693277228,-0.00341780379275329
2019-02-15,-0.004535804383512239,0.00256398849464,0.01640604882139802,-0.007314080333552545
2019-02-18,-0.005130555989901686,-0.0012135978138303363,-0.01976064151631201,-0.029702316453088243
2019-02-19,-0.0028029693600244805,-0.02286250543198679,-0.003284053368279068,-0.033808657042058356
2019-02-20,0.011592453618608391,0.022390026856657246,0.014895830826803737,0.005209946053638225
2019-02-21,0.0035745238102711002,-0.009836420352242449,0.010115783846538082,-0.0002871603532227393
2019-02-22,-0.011622497961550644,0.0020432050544934603,-0.011737561714891006,0.005963880931073918
2019-02-25,0.016102448030953422,0.026782837147792463,-4.065334718784597e-05,0.0304308138553414
2019-02-26,-0.006964086938150133,-0.016562457558916027,-0.009826509248196275,0.026617801402543956
2019-02-27,-0.00875600950287729,-0.00981235811128424,0.0026599012303048604,0.009470974808578234
2019-02-28,-0.007050671539115213,-0.0012928051096148538,0.006151743742002839,-0.03694561094857719
2019-03-01,0.0027879587165677076,0.010296730077656148,-0.004069788063661892,0.006006638258649212
2019-03-05,0.011335325916325065,-0.012751031932666202,0.009416786671308273,-0.0036648260049489574
2019-03-06,-0.0013535780777600096,0.0,0.021699612323699068,0.005767655947246181
2019-03-07,0.010518316312767203,-0.013123443483457127,0.004299609203439774,0.006827794752207481
2019-03-08,0.0007993510311426603,-0.014770763901338142,-0.0024828033353579823,0.004658249094243424
2019-03-11,0.000117185254296434,-0.0015452224440322846,0.028782437002975492,-0.003913297627368149
2019-03-12,0.019794078549700667,-0.006064133285529832,0.02068028032742562,-0.0011671798116173226
2019-03-13,0.025265328573691025,0.0021196103669518865,0.011909131820918642,-0.00595559636010846
2019-03-14,-0.0008087771619890317,-0.0001411676689667511,-0.004277052603819685,-0.006569913068416954
2019-03-15,0.012618144210820815,0.014296914080936588,-0.014944660990758448,0.02609792762385962
2019-03-18,0.0037431897263591704,-0.011688686704990478,0.021260785369672443,-0.008442505163216745
2019-03-19,0.0027823220778441246,0.016824997554810168,0.019438731807419177,0.0
2019-03-20,0.013686090743546429,0.02285874517143406,-0.0007994913606233815,-0.003838771382878543
2019-03-22,-0.009988900220716274,0.0056002973383251255,-0.024806206678922617,-0.004675688715433502
2019-03-25,0.0022600833701196844,-0.010620040059518172,-0.01297749219855746,-0.010727320496107706
2019-03-26,0.013086481059069092,-0.01025282134137495,0.03180404588945473,-0.0008064241324615238
2019-03-27,-0.005161968396467446,0.002675642786477494,-0.013252378400173874,-0.007467512124888859
2019-03-28,0.0014558322264679483,0.011039249016845436,0.007935586606488408,0.01633030354056264
2019-04-01,0.0039005615376685636,0.023177654266387127,0.02314924352925736,0.015551060792152044
2019-04-02,-0.007358911582783617,0.005678444293348863,-0.0015459744860468624,0.023183077704895756
2019-04-03,-0.0009155204461746152,-0.00806505915090725,-0.01048865685107124,0.0
2019-04-04,-0.003845624489852721,-0.007194309192315317,-0.016237743768626092,-0.03166036145712502
2019-04-05,0.009434566551194712,0.015127768654683895,0.0006279273311501863,0.01663924192515286
2019-04-08,-0.0070511605232195735,0.010415541883780216,-0.0183744927815472,0.010900610227534961
2019-04-09,-0.0009394069614230357,-0.00870504039050345,0.003904385459263885,0.00997089236345569
2019-04-10,-0.022058259685535583,-0.010440992800260014,-0.002288368101997428,-0.024809345998437295
2019-04-11,0.008966088082357595,-0.013374289160119032,0.011500615520318594,-0.010222499815899315
2019-04-12,0.003426999170408719,0.006776277443884606,-0.0027511260192156295,-0.0024788987018069474
2019-04-15,0.01034238394011763,-0.02745453222995691,-0.0021987433917045256,0.04787957602693242
2019-04-16,0.007074993026743035,-0.00468444195051852,0.002682509325249876,0.008715964131263566
2019-04-18,-0.004958045807722318,-0.009783987898011789,0.030921856975212717,0.008524554552328152
2019-04-22,-0.01093753781898567,0.0055629844564398685,-0.029731879816139093,0.005288241998442288
2019-04-23,-0.010367808047601854,0.009867212544118525,0.013657436485517009,-0.002965377506099479
2019-04-24,0.015226785581976501,0.011265518078700996,0.018632465928981715,0.013092123453299648
2019-04-25,-0.0071756103832527705,-0.010785131332603115,-0.012382890146897998,0.00527579746084957
2019-04-26,0.007701785377983472,0.012887628249894279,0.014755146489364069,0.019646285787115973
2019-04-30,0.01587538157973876,0.01792779364670128,0.0,0.009691570732612653
2019-05-02,0.01641298607975386,-0.027731806889142428,0.008756795211770663,-0.020086725909790874
2019-05-03,0.005144083271218971,-0.009900983586142888,0.002700717120438963,-0.038372728910912195
2019-05-06,-0.01682183165702444,-0.007212364109703391,-0.017145881034194083,0.012052187198880761
2019-05-07,-0.002622944333858999,0.008524172902306752,-0.030349685460207585,-0.002737967159790644
2019-05-08,-0.006523456789258536,-0.0072026721371587586,-0.03333714406233635,0.0004179199758790723
2019-05-09,-0.007111680259690277,0.002360632633028841,-0.03365080247632983,0.009109068450450558
2019-05-10,0.002441608743787089,-0.005841952780083751,-0.004227132613725756,-0.01706010042425524
2019-05-13,-0.0040578538945382735,0.003967716961956036,-0.015383693395906495,-0.0033064968092001296
2019-05-14,0.00030600723804429127,-0.00816150544314266,0.022789363633380827,-0.017247081873991012
2019-05-15,-0.0005245762258164826,0.0031468108155464657,-0.002820402315441651,0.0014567408678362167
2019-05-16,0.010419120303172588,0.02346253804848275,0.006700481889514954,0.006350590965648621
2019-05-17,0.022022120837837045,-0.012628855995807237,0.001618611410814451,-0.006326902108690076
2019-05-20,0.029306799961221833,-0.00207422392117621,0.04512397402649519,0.022881595174632154
2019-05-21,-0.011848698926001155,-0.018300503406018916,0.010428953438400813,-0.016080405910870708
2019-05-22,0.0008526434298878558,0.0006341958413724105,0.00044758233061269995,-0.013360633877763187
2019-05-23,-0.031092632016473012,-0.012333665502706858,-0.004860986813345331,-0.013395362809395473
2019-05-24,0.017533409779455625,0.011558471187247512,0.002209239677350572,-0.0029496590957899084
2019-05-27,0.01463922358819062,-0.0015525027738001146,-0.0197931775421144,0.0034848808556703988
2019-05-28,0.003254324362887176,0.027853250643278857,0.009945559206335762,0.009009769403933597
2019-05-29,0.00028945688206200406,-0.0004121293130318026,-0.008115943123951497,0.016167658993432726
2019-05-30,0.009327984073832781,0.007869377414943056,0.012638258894603144,0.01821911380505182
2019-05-31,-0.005837763878935821,0.005709334799161434,0.00030094065854890283,0.023142652834701204
2019-06-03,0.013005993069418227,0.009309394140420075,0.022339794465451084,0.020614325062369362
2019-06-04,-0.0019554219721119857,-0.012635686674325802,-0.006305503298780231,-0.018696099190847068
2019-06-06,-0.011875297495088874,0.00040792643370047644,-0.018141746076589922,-0.007817561961979025
2019-06-07,0.009977216320786589,0.00474649209321371,-0.009423755454761443,0.007198449117736089
2019-06-10,-0.003048384809301796,0.019295719841029284,0.0032270529530762514,0.022547018750371007
2019-06-11,0.0033546131824580025,0.0018565245720613126,0.007551842417936571,0.00949974331619263
2019-06-12,-0.00875793536945484,-0.0014582555610055694,0.0022546309767825915,0.0035888926271743743
2019-06-13,0.0072456317595465105,-0.000874851691871233,-0.0036850528643815332,-0.0030119040304740063
2019-06-14,-0.003934250787763391,-0.0029665566382429624,-0.007335254554252457,0.00017752643300608277
2019-06-17,-0.005394276609932138,0.00013491537577376125,-0.02711851198431255,-0.0023539618731757473
2019-06-18,-0.001963249155343787,0.012880032363777208,-0.0010142735414375142,0.0007337197039836345
2019-06-19,0.0045813916228829785,0.002329896112922046,-0.0028535315508966897,0.004012443269915681
2019-06-20,0.005372331325846654,0.003982079578902026,0.015073453318098957,0.007955167158795334
2019-06-21,-0.0050200107044467415,-0.006245435936453038,-0.013391723445921383,-0.012412332419475309
2019-06-24,0.0015521779713409895,-0.006284783152702601,-0.013454545899603527,0.011336539107862349
2019-06-25,0.004435908910963549,0.0034814870669203244,0.026152211159613213,-0.003389967504652524
2019-06-26,0.0160115738269932,-0.01196816590370165,-0.001312880207169704,-0.006014749313329797
2019-06-27,-0.0022717462732594084,-0.011770558817043517,-0.015574818792574526,-0.0007322488342795788
2019-06-28,-0.007562301462872314,0.001982673360760417,-0.016658699919784137,-0.01131786748243463
2019-07-01,0.016960378039513852,-0.0009566177888607324,0.012490411604636344,0.005529909110354412
2019-07-02,0.003794651694246067,0.011826307021952242,0.007576536323180257,0.005588161051950476
2019-07-03,-0.002146493758496442,-0.0118263070219523,0.0031626516081741333,-0.006437198282232608
2019-07-04,-0.0023525504367644277,0.00341263430791112,0.0011300002437766702,0.0022320158624646144
2019-07-05,-0.004600245656210441,-0.021766841824136678,-0.016213205373085498,-0.036115517121546065
2019-07-08,-0.025728705478961576,-0.0005573292749740259,-0.008984669135261771,0.005670021830425511
2019-07-09,-0.012717430327110863,-0.0029308343366487495,0.022155893846750867,-0.019518992395623467
2019-07-10,0.004027178348759877,0.002443091778450122,-0.0009769498243280238,-0.01185885382816967
2019-07-11,0.007672967276825952,0.005907850661710964,0.0021090043485633638,-0.0026837500662525563
2019-07-12,-0.005519644127064944,0.007250165751709379,-0.000819550585241408,0.002398898072764436
2019-07-15,0.00035507477038164865,0.06987761930875185,-0.003442065869959408,0.017916184569105258
2019-07-16,-0.0014834976857724038,0.007032308520601043,0.01315651127244053,-0.016342827749783604
2019-07-17,0.0026104642755585545,0.01177992338334751,-0.008660585483085102,0.005327892026558501
2019-07-18,0.006009018529360535,-0.0018275491730334657,-0.0157256622514782,-0.024527927004225167
2019-07-19,-0.015143806406704855,-0.009251645030314682,-0.010235529632485647,0.0053103100513602185
2019-07-22,-0.033558255860321316,-0.0012739350181561857,0.024907331964567816,0.01574004643005586
2019-07-23,-0.014800490643689745,0.0071770256113228474,-0.005442283160583405,0.0012078319255744965
2019-07-24,0.007657850202988807,-0.004757916722771565,-0.011411272567005533,-0.007435809993549627
2019-07-25,0.00225536556406467,0.010374634218621986,-0.02216420546429075,0.01472265654393266
2019-07-26,-0.0038348620711334625,-0.009484899983441637,-0.014476902787262451,-0.00889759102134045
2019-07-29,-0.01459691436693134,0.005638697439413911,-0.0023509574565285666,0.009884254755623198
2019-07-30,0.0035360961582158405,0.0015780394853254108,-0.025128167744228238,0.022812883861648765
2019-07-31,-0.00026648051044348114,0.0011976213864270213,-0.012483443431666826,0.01211028844028109
2019-08-01,-0.011122558046013451,-0.031746473582022317,0.011933062586558898,-0.011697343037181363
2019-08-02,-0.003358741918185516,0.008740863750569107,0.009452045516203664,0.01151592402364853
2019-08-05,-0.01597811805459704,0.0014173862115094808,-0.035231405724447294,0.019444021902619218
2019-08-06,0.004509675921283739,-0.002901236265164822,-0.013250417627691587,-0.015100566699815203
2019-08-07,-0.0023324284227975852,0.0021283402964364095,-0.016892833078243488,-0.0006549228384662114
2019-08-08,0.022254984912070397,0.01616795881146023,0.037983989352790355,0.019971785913556254
2019-08-09,0.021639222402128223,0.0013936810757679678,0.008425381105785532,-0.005261886257016128
2019-08-13,-0.0273873778510357,-0.03229406775120977,0.09252140850687478,-0.02105478895803567
2019-08-14,0.00408988669500827,0.013056092716660148,0.01053469627226884,0.0022479468877967482
2019-08-16,-0.0007850985286650035,-0.0003229195670522238,-0.007988384755986325,-0.017988623516860265
2019-08-19,-0.00940346679034509,0.003994427891987425,0.011359366500959658,-0.0009703311523471385
2019-08-20,0.006211277837667441,0.019231202490760765,-0.0129646870424484,0.010919959409260877
2019-08-21,0.002361427849869255,0.00841611207554322,-0.003926543452892907,-0.0002513775142766475
2019-08-22,-0.02352408699893183,-0.004701661228465255,-0.019224348780329265,0.013539124654071364
2019-08-23,-0.005257487733825479,0.008135724214495191,0.02307240319213396,0.014203389425379099
2019-08-26,0.04230243469809758,0.0004362829924171342,-0.007118547838148198,0.012643853802225118
2019-08-27,0.0016829141312293466,-0.02255641713290338,0.006334602669023005,-0.017639024559500144
2019-08-28,-0.005524154643058503,0.022494128251300673,-0.009101183741448622,0.0012287826279186486
2019-08-29,-0.009185501393237537,0.005529820223619223,-0.017205746411650295,-0.0025934613910161223
2019-08-30,0.00044875508249595935,0.009803726610980704,0.005461077590560047,0.01164015412704905
